match_id,date,home_team,away_team,home_goals,away_goals,status,round
1319394,2025-01-26T18:00:00-06:00,San Carlos,AD Guanacasteca,1,1,FT,Clausura - 5
1319399,2025-01-28T18:30:00-06:00,Sporting San Jose,Municipal Liberia,2,1,FT,Clausura - 6
1319395,2025-01-29T16:00:00-06:00,AD Guanacasteca,Puntarenas FC,1,1,FT,Clausura - 6
1319396,2025-01-29T19:00:00-06:00,San Carlos,LD Alajuelense,0,0,FT,Clausura - 6
1319400,2025-01-29T20:00:00-06:00,Deportivo Saprissa,Santos DE Guapiles,1,0,FT,Clausura - 6
1319398,2025-01-30T20:00:00-06:00,Perez Zeledon,CS Herediano,0,1,FT,Clausura - 6
1319402,2025-02-01T16:00:00-06:00,Santa Ana,San Carlos,2,2,FT,Clausura - 7
1319406,2025-02-01T18:00:00-06:00,Santos DE Guapiles,AD Guanacasteca,1,0,FT,Clausura - 7
1319404,2025-02-01T20:00:00-06:00,Municipal Liberia,Deportivo Saprissa,2,3,FT,Clausura - 7
1319403,2025-02-02T15:00:00-06:00,CS Herediano,Sporting San Jose,2,0,FT,Clausura - 7
1319405,2025-02-02T15:00:00-06:00,Puntarenas FC,Perez Zeledon,2,1,FT,Clausura - 7
1319401,2025-02-02T19:00:00-06:00,LD Alajuelense,CS Cartagines,1,0,FT,Clausura - 7
1319379,2025-02-04T20:00:00-06:00,AD Guanacasteca,Deportivo Saprissa,2,0,FT,Clausura - 3
1319377,2025-02-05T20:00:00-06:00,LD Alajuelense,CS Herediano,1,1,FT,Clausura - 3
1319412,2025-02-07T19:00:00-06:00,Perez Zeledon,San Carlos,1,0,FT,Clausura - 8
1319410,2025-02-08T16:00:00-06:00,Santos DE Guapiles,Santa Ana,2,3,FT,Clausura - 8
1319407,2025-02-08T20:00:00-06:00,CS Herediano,Municipal Liberia,2,1,FT,Clausura - 8
1319408,2025-02-09T11:00:00-06:00,Deportivo Saprissa,LD Alajuelense,1,1,FT,Clausura - 8
1319409,2025-02-09T15:00:00-06:00,AD Guanacasteca,CS Cartagines,1,0,FT,Clausura - 8
1319411,2025-02-09T17:00:00-06:00,Sporting San Jose,Puntarenas FC,2,4,FT,Clausura - 8
1319385,2025-02-12T19:00:00-06:00,Sporting San Jose,LD Alajuelense,0,1,FT,Clausura - 4
1319388,2025-02-12T20:00:00-06:00,Deportivo Saprissa,Puntarenas FC,0,0,FT,Clausura - 4
1319397,2025-02-13T20:00:00-06:00,CS Cartagines,Santa Ana,2,1,FT,Clausura - 6
1319387,2025-02-13T20:00:00-06:00,Santos DE Guapiles,CS Herediano,2,2,FT,Clausura - 4
1319416,2025-02-14T19:00:00-06:00,Municipal Liberia,Perez Zeledon,2,1,FT,Clausura - 9
1319413,2025-02-15T19:00:00-06:00,LD Alajuelense,AD Guanacasteca,1,0,FT,Clausura - 9
1319414,2025-02-16T11:00:00-06:00,CS Cartagines,CS Herediano,0,1,FT,Clausura - 9
